name,area,address,cost,timings,rating,cuisines,contact,highlights
Ananda,Banjara Hills,"251 A, MLA Colony, Road 86, Banjara Hills, Hyderabad",₹700,"12 Noon to 3:30 PM, 7 PM to 11 PM",4.0,"Andhra, Chinese, North Indian","040 40023789, +91 9493854976","Wifi, Valet Parking Available, Zomato Fulfilled Delivery"
Ohri's Pickles - Hotel Baseraa,S D Road,"Hotel Baseraa, 1-9-67/168, S D Road, Secunderabad","₹1,000","11:30 AM to 3:30 PM, 7 PM to 11:45 PM",3.7,"North Indian, Biryani","040 27703200, +91 9440530033",Buffet
Komatose - Holiday Inn Express & Suites,Gachibowli,"Holiday Inn Express & Suites, Gachibowli, Hyderabad","₹1,900",1 PM to 11 PM,4.1,"North Indian, Chinese, Japanese",+91 9669499912,"Smoking Area, Nightlife, Valet Parking Available, Zomato Fulfilled Delivery"
Khaan Saab,Banjara Hills,"Level 5, GVK One, Road 1, Banjara Hills, Hyderabad","₹1,400","12 P.M. to 3:30 P.M., 7:30 P.M. to 11:30 P.M.",4.0,"North Indian, Mughlai","040 67767111, +91 9246162424","Private Dining Area Available, Wifi"
The Moonshine Project,Jubilee Hills,"Plot 385, Road 82, Jubilee Hills, Hyderabad","₹1,350",12 Noon to 12 Midnight,3.8,"American, Chinese, Continental, Indian, Mexican",040 33165076,"Live Music, Valet Parking Available, Smoking Area, Live Sports Screening, Outdoor Seating, Drinking Age Applicable, Nightlife, Rooftop"
Banana Leaf Multicuisine Restaurant,Gachibowli,"58/5/A, Gachibowli X Roads, Above Bank of India, Gachibowli, Hyderabad",₹750,"12:30 PM to 3:30 PM, 7 PM to 10:45 PM",3.5,"Biryani, South Indian, North Indian, Chinese, Andhra",040 33165301,"Private Parking, Vegetarian Friendly, Free Parking, Self Service, Buffet"
V Junction Global Eatery,Banjara Hills,"First Floor, Alcazar Building, Road No.1, Banjara Hills, Hyderabad","₹1,600",12:30 PM to 12 Midnight,3.8,"Continental, Biryani, South Indian, Italian, North Indian, Chinese, Indonesian, Japanese",040 33165703,"Outdoor Seating, Disabled Friendly, Buffet, Valet Parking Available, Kid Friendly, Smoking Area, Live Sports Screening"
Burger King,Kukatpally,"3rd Floor, Forum Sujana Mall, KPHB Phase 6, Kukatpally, Hyderabad",₹500,11 AM to 11 PM,3.8,"Fast Food, American",040 33165715,
Bowl o' China,Begumpet,"1-8-303/33/A, Nagarm Towers, NTR Circle, Begumpet, Hyderabad",₹700,11:30 AM to 11 PM,3.7,"Chinese, Seafood","+91 9963304333, +91 8790061666","Live Sports Screening, Valet Parking Available"
Ohri's Nautanki Gali,Hitech City,"Ohri's Cyber Pearl, Block 1, Madhapur, Cyberabad, Hitech City, Hyderabad","₹1,100",11 AM to 11 PM,3.7,"North Indian, Mughlai, Chinese, Continental","+91 7893010001, +91 9866779881",Buffet
Waffle House,Hitech City,"Ground Floor, Powermech Building, Jubilee Enclave Lane, Hitech City, Hyderabad",₹550,"9 AM to 10 PM (Mon-Fri), 8:45 AM to 10 PM (Sat-Sun)",3.9,"Cafe, Desserts",040 33194282,"Live Sports Screening, Smoking Area, Zomato Fulfilled Delivery, Outdoor Seating, Wifi, Desserts and Bakes"
Jalpaan,Begumpet,"6-3-112, 4th Floor, Oasis Center, Opposite Kalanekatan Wedding Mall, Somajiguda Main Road, Begumpet, Hyderabad","₹1,200","12 Noon to 3:30 PM, 7 PM to 11 PM",3.8,"North Indian, Chinese, Continental",040 33165226,"Serves Jain Food, Valet Parking Available, Disabled Friendly, Smoking Area, Vegetarian Friendly, Buffet, Free Parking, Kid Friendly"
Mayabazar Restaurant,Karkhana,"174, Vasavi Colony, Karkhana, Secunderabad",₹600,11:30 AM to 10:30 PM,3.8,"North Indian, Chinese","040 66480169, 040 27740169",Valet Parking Available
Ohri's @ Boulder Hills,Gachibowli,"Boulder Hills Golf and Country Club, Opposite Indian School of Business, Manikonda, Gachibowli, Hyderabad","₹1,200",7 AM to 11:30 PM,2.6,"Continental, North Eastern, Fast Food","+91 7675958866, +91 8897055955","Outdoor Seating, Smoking Area, Zomato Fulfilled Delivery, Buffet, Valet Parking Available, Wifi"
Obsessive Coffee Disorder,Banjara Hills,"Behind TV9 Office, Road 5, Banjara Hills, Hyderabad",₹700,10 AM to 10 PM (Mon-Sun),3.7,"Cafe, Italian, North Indian, Chinese",040 33165762,"Live Sports Screening, Wifi, Outdoor Seating, Smoking Area, Zomato Fulfilled Delivery"
Chef Inam's Steak House,Banjara Hills,"Opposite Kamaan, Fortune Enclave, Sri Ram Nagar Colony, Road 12, Banjara Hills, Hyderabad","₹2,000",11 AM to 11:30 PM,4.0,"Steakhouse, American","+91 9966932677, 040 69994858",
Barbeque Nation,Banjara Hills,"6-3-249/5/1, Ground Floor, ANR Centre, Road 1, Banjara Hills, Hyderabad","₹2,000","12 Noon to 3:30 PM, 7 PM to 11 PM",4.5,"Mediterranean, North Indian","040 60600000, 040 60600001",Buffet
A'la Liberty,Banjara Hills,"1st & 2nd Floor, Leela Gopal Towers, Road 12, Banjara Hills, Hyderabad",₹850,12 Noon to 11 PM,3.9,"North Indian, Continental, Asian",040 33165258,"Wifi, Live Sports Screening, Valet Parking Available, Buffet"
Spice 6 - The Global Cuisine,Banjara Hills,"Opposite Ruosh Showroom, Lakshmi Nivas, Road 1, Banjara Hills, Hyderabad","₹1,100",11 AM to 11 PM,4.1,"North Indian, Mughlai, Chinese, Lebanese","040 69991613, 040 66621613","Wifi, Valet Parking Available"
Sahib’s Barbeque by Ohri’s,Hitech City,"First Floor, Shilparamam Complex, Opposite Cyber Tower, Hitech City, Hyderabad","₹1,400","12 Noon to 2:45 PM, 7 PM to 11:30 PM",4.1,"Hyderabadi, Awadhi",+91 7675043686,Buffet
Little Italy,Film Nagar,"F 550, 3rd Floor, Aryans, Near Apollo Hospital, Road 92, Film Nagar, Hyderabad","₹2,000","12 Noon to 3 PM, 7 PM to 11 PM",4.2,"Italian, Continental",040 33165220,"Valet Parking Available, Outdoor Seating, Buffet"
Drunken Poet's Cafe,Kondapur,"2-91/9, BKR Hotel, Opposite E Park, Near Kothaguda Junction, Kondapur, Hyderabad","₹2,000",9 AM to 12 Midnight,3.8,"Cafe, Asian, Continental",040 33165210,"Zomato Fulfilled Delivery, Nightlife, Valet Parking Available, Smoking Area, Wifi, Live Sports Screening, Outdoor Seating"
HyLife Brewing Company,Jubilee Hills,"800 Jubilee, Road No 36, Jubilee Hills, Hyderabad",₹700,11 AM to 12 Midnight,2.4,"Continental, Mexican, American, North Indian, South Indian",040 33194186,"Live Sports Screening, Live Music, Valet Parking Available, Wifi, Nightlife, Smoking Area"
The Hunan Spice Chinese Restaurant,Gachibowli,"Plot 2-48/P/21, Telecom Nagar, Gachibowli, Hyderabad",₹750,"11 AM to 3 PM, 6 PM to 10:30 PM",2.8,Chinese,"040 23002155, +91 9030144148",
The VUE - Lounge,Banjara Hills,"5th Floor, Above DC Motors Showroom, Road 12, opp to Traffic Ps, Banjara Hills, Hyderabad",₹950,9 AM to 1 AM,3.8,"Cafe, Continental, Italian, North Indian, Chinese","040 69999881, +91 8498000007","Free Parking, Outdoor Seating, Smoking Area, Live Entertainment, City View, Valet Parking Available, Wifi, Karaoke, Rooftop"
Cafe Eclat,Gachibowli,"Ground Floor,  21, Trendz Dwarka, Telecom Nagar, Besides Flyover, Gachibowli, Hyderabad",₹700,8 AM to 11:30 PM,4.1,"Cafe, Bakery",040 33194156,"Wifi, Desserts and Bakes"
Yuktha,Jubilee Hills,"Plot 797, 3rd Floor, Aarka Prime, Jubilee Hills, Hyderabad",₹950,"12 Noon to 4 PM, 7 PM to 11 PM",3.6,"Andhra, Biryani, North Indian, Chinese",040 33165017,"Valet Parking Available, Wifi"
Beyond Coffee,Jubilee Hills,"Plot 237, Road 36, Jubilee Hills, Hyderabad",₹850,7 AM to 11 PM,3.7,"Cafe, Italian, American, Continental","040 23545359, 040 65653320","Valet Parking Available, Outdoor Seating, Smoking Area, Wifi, Live Sports Screening"
Nanking,Paradise Circle,"103, Near Smile Super Speciality Dental Hospital, Park Lane, Paradise Circle, Secunderabad",₹750,"10:30 AM to 4 PM, 6 PM to 10:30 PM",3.7,"Chinese, Seafood",040 33165648,
Rajdhani Thali Restaurant,Kukatpally,"3rd Floor, Food Court, Forum Sujana Mall, Phase 6, KPHB, Kukatpally, Hyderabad",₹900,"12 Noon to 3:30 PM, 7 PM to 11 PM",3.9,"Rajasthani, Gujarati","040 30534131, +91 9052416789","Serves Jain Food, Buffet"
Santosh Dhaba Exclusive,Abids,"8-2-629/1/2, Hotel Jaya International Lane, Hanuman Tekdi, Abids, Hyderabad",₹450,11 AM to 1 AM,4.1,"North Indian, Chinese","040 66778887, 040 66737887",
Hotel Shadab,Ghansi Bazaar,"Plot 21, Opposite Madina Building, High Court Road, Ghansi Bazaar, Hyderabad",₹850,5 AM to 2 AM,4.1,"Hyderabadi, Mughlai, Biryani, Chinese","040 24565949, 040 24561648",Smoking Area
Ohri's 1857,Necklace Road,"Ohri's Jalavihar, Adjacent to Jalvihar Entertainment Pvt. Ltd., Necklace Road, Hyderabad","₹1,000",7:30 PM to 11:30 PM,3.7,"Chinese, Continental, Mediterranean, Thai","040 64543333, +91 9866693539","Outdoor Seating, Valet Parking Available"
Mainland China,Begumpet,"6-3-1186/1/1, Opposite CM Residence, Green Lands Road, Teachers Colony, Greenlands, Begumpet, Hyderabad","₹1,500","12 Noon to 3:30 PM, 7:30 PM to 11 PM",3.9,"Chinese, Seafood",040 33165350,"Buffet, Valet Parking Available"
Bawarchi,Nallakunta,"Beside Astoria Hotel, RTC Cross Road, Chikkadpally, Nallakunta, Hyderabad",₹750,11:30 AM to 11:30 PM,4.4,"Biryani, North Indian","040 27605308, 040 27634494",
Whiteboard Cafe,Hitech City,"Plot 15/1, 1st Floor, Sector 2, Opposite Cyber Gateway, Hitech City, Hyderabad",₹900,8 AM to 10 PM,4.0,Cafe,+91 7569594158,"Wifi, Live Sports Screening, Board Games"
Jashn Vegetarian Restaurant,Madhapur,"2nd Floor, Jyoti Elegance, Kavuri Hills, Road 36 Extension, Madhapur, Hyderabad",₹950,"12 Noon to 3 PM, 7:30 PM to 11 PM",3.6,"North Indian, Chinese",040 33165093,"Buffet, Valet Parking Available, Live Sports Screening, Wifi"
Shanghai Chef 2,Gachibowli,"76, MM Arcade, Floor 1, Above Airtel Showroom Vinayak Nagar, Gachibowli, Hyderabad",₹900,12 Noon to 11 PM,3.1,"Chinese, Thai, Indonesian, Asian",040 33165684,"Valet Parking Available, Zomato Fulfilled Delivery"
Hard Rock Cafe,Banjara Hills,"Ground Floor, GVK One, Road 1, Banjara Hills, Hyderabad","₹2,000","12 Noon to 11:30 PM (Mon-Thu), 12 Noon to 11 PM (Fri-Sun)",4.3,American,"040 64636375, +91 7013393583","Nightlife, Smoking Area, Club, Live Sports Screening, Live Music, Valet Parking Available, Wifi, Karaoke"
So. The Sky Kitchen,Film Nagar,"4th Floor, Aryans, Near Apollo Hospital, Road 92, Film Nagar, Hyderabad","₹1,450",12 Noon to 12 Midnight,3.9,"North Indian, Chinese, Thai, Asian, Mughlai",040 23558004,"Valet Parking Available, Smoking Area, Outdoor Seating"
Rendezvous,Gachibowli,"Lane oppsite Jayabheri Meadows, Financial District, Gachibowli., Gachibowli, Hyderabad",₹800,"12:30 PM to 12 Midnight (Mon-Sat), 12:30 PM to 11:55 PM (Sun)",3.3,"Chinese, Continental, North Indian",040 33165197,"Outdoor Seating, Live Sports Screening, Live Music, Valet Parking Available, Smoking Area, Buffet"
Ohri's Coca-Cola Happiness World,PG Road,"1-8-303/40, Ground Floor, Ravi Plaza, Sindhi Colony, PG Road, Secunderabad",₹650,11 AM to 12 Midnight,4.1,"Italian, Biryani, Finger Food, Continental","+91 9866411377, +91 7674878833","Valet Parking Available, Live Music, Free Parking, Wifi"
Blue Fox,Kondapur,"Hotel Minevra Grand, Near Google Office, Kondapur Main Road, Kondapur, Hyderabad","₹1,000",7 AM to 11 PM,3.4,"Chinese, North Indian",040 33165045,"Buffet, Valet Parking Available, Wifi"
The Original Shawarma,Kondapur,"Survey 6, Plot 24 C, Near Silpa Park, Kondapur, Hyderabad",₹700,"1 PM to 11:30 PM (Mon-Fri), 12 Midnight to 2:30 AM, 1 PM to 12 Midnight (Sat), 12 Midnight to 2:30 AM, 1 PM to 11:30 PM (Sun)",3.6,Lebanese,+91 9985931398,"Outdoor Seating, Wifi, Live Sports Screening, Smoking Area, Zomato Fulfilled Delivery"
Autumn Leaf Cafe,Jubilee Hills,"Plot 823, Road 41, Jubilee Hills, Hyderabad",₹750,12 Noon to 10:30 PM (Mon-Sun),3.7,Cafe,+91 9963201589,"Outdoor Seating, Smoking Area, All Day Breakfast, Valet Parking Available, Pet Friendly, Wifi"
Dine Hill,Masab Tank,"Garden Towers, Opposite Police Officer's Mess, Masab Tank, Hyderabad",₹750,11 AM to 12 Midnight,3.9,"Arabian, North Indian, Chinese, Biryani","040 64505485, 040 65579221",
Jashn e Audh,Gachibowli,"1st Floor, Teja's Fortune Towers, Beside Wells Fargo, Raidurgam, Gachibowli, Hyderabad",₹900,"12:30 PM to 3:30 PM, 7 PM to 11 PM",3.9,Awadhi,"040 65990505, 040 65990202",Valet Parking Available
KFC,Hitech City,"Patrika Nagar, Hitech City, Hyderabad",₹450,11 AM to 11 PM,3.6,"American, Fast Food",040 33994444,
Up The Bistro,Gachibowli,"5th Floor,Shop 3&5, Besides Heritage Super Market, Telecom Nagar, Gachibowli, Hyderabad","₹1,000",11 AM to 1 AM,3.8,"Cafe, Continental, North Indian",040 33165083,"Outdoor Seating, Smoking Area, Valet Parking Available, Wifi"
Simply South,Film Nagar,"Opposite Film Nagar Club, Road 82, Film Nagar, Hyderabad","₹1,000","12 Noon to 3:15 PM, 7 PM to 10:30 PM",4.2,"Andhra, Kerala, Chettinad, Mangalorean, Hyderabadi, South Indian",+91 9100717999,"Smoking Area, Valet Parking Available, Wifi"
Hitech Bawarchi,Madhapur,"Opposite Krishe Saphire, Beside Hitech Wines, Madhapur, Hyderabad",₹550,12 Noon to 11 PM,2.7,"Biryani, North Indian, Chinese","040 65762632, +91 9618291465",
Shah Ghouse Hotel & Restaurant,Gachibowli,"Near Rai Durgam Police Station, Gachibowli Main Road, Gachibowli, Hyderabad",₹800,5 AM to 2:30 AM,3.5,"Biryani, North Indian, Chinese","+91 9700148604, 040 64617788",
CIBO house,Hitech City,"2/1-2, Sector 2, Phoenix Towers, Huda Techno Enclave, Hitech City, Hyderabad","₹1,200","12 Noon to 4 PM, 7 PM to 11:30 PM (Mon-Sun)",4.1,"Continental, Italian",040 33165205,"Buffet, Valet Parking Available, Live Sports Screening, Free Parking"
Oh! Calcutta,Begumpet,"6-3-1186/1/1, Opposite CM Residence, Green Lands Road, Teachers Colony, Greenlands, Begumpet, Hyderabad","₹1,200","12 Noon to 3:30 PM, 7:30 PM to 11 PM",4.4,Bengali,040 33165065,Valet Parking Available
TiKi Shack - Rooftop Bar,Jubilee Hills,"1259/A, 5th Floor, Beside Heritage Fresh, Road 36, Jubilee Hills, Hyderabad",₹850,12 Noon to 12 Midnight,3.8,"Finger Food, Continental",040 33194137,"Live Sports Screening, Valet Parking Available, Smoking Area, Nightlife, Rooftop, Outdoor Seating"
KB Spicy Kitchen,Hitech City,"Floor 2, BK Towers, Near Cyber Towers, Hitech City, Hyderabad",₹900,12 Noon to 11 PM,2.8,"Chinese, Mughlai, North Indian",040 33165166,"Private Parking, Wifi, Buffet, Valet Parking Available, Vegetarian Friendly, Live Sports Screening"
Truffles Bar & Cafe,Jubilee Hills,"Plot 376, Road 10, Jubilee Hills, Hyderabad","₹1,200",11 AM to 11:30 PM,3.7,"Continental, Italian, North Indian",+91 8885766312,"Outdoor Seating, Wifi, Nightlife, Valet Parking Available, Smoking Area, Zomato Fulfilled Delivery"
Viva Italia,Begumpet,"White House Building, Kundan Bagh Colony, Greenlands Road, Begumpet, Hyderabad",₹650,12 Noon to 10:30 PM,3.9,"Pizza, Fast Food","+91 9642700420, +91 9966406750","Outdoor Seating, Wifi, Kid Friendly, Smoking Area"
Dine O China,Gachibowli,"Vaishnavi Cynosure, Above Reliance Fresh, Gachibowli, Hyderabad",₹850,"10:30 AM to 11 PM (Mon-Thu), 10:30 AM to 11:30 PM (Fri-Sun)",3.8,Chinese,"040 64612222, 040 64613333","Valet Parking Available, Live Sports Screening, Wifi"
Sigree,Begumpet,"6-3-1186/1/1, Opposite CM Residence, Green Lands Road, Teachers Colony, Greenlands, Begumpet, Hyderabad","₹1,100","12:30 PM to 3:30 PM, 7:30 PM to 11:30 PM",3.7,North Indian,040 33165710,"Valet Parking Available, Buffet, Serves Jain Food"
Shah Ghouse Cafe & Restaurant,Tolichowki,"Opposite SA Imperial Gardens, Near RTA Office, Tolichowki, Hyderabad",₹600,5 AM to 1 AM,4.1,"Biryani, North Indian, Chinese","040 64617789, 040 24524506",
Saffron Mantra,Karkhana,"The Purple Leaf Hotel, Karkhana, Secunderabad",₹850,7 AM to 11 PM,4.4,"North Indian, Chinese","+91 7702446611, 040 66006600","Wifi, Valet Parking Available"
Burger King,Banjara Hills,"Food Court, 3rd Floor, GVK One, Road 1, Banjara Hills, Hyderabad",₹500,10 AM to 11 PM,3.7,"Fast Food, American",040 33165755,
Basil,Banjara Hills,"4th Floor, Lumbini Jewel Mall, Road 2, Banjara Hills, Hyderabad","₹1,100","12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sat), 11 AM to 4 PM, 7 PM to 11 PM (Sun)",3.6,"Chinese, North Indian, Continental",040 33194243,"Wifi, Serves Jain Food, Live Sports Screening, Buffet"
Flying Spaghetti Monster,Jubilee Hills,"Plot 624-B, Lane Beside Neerus Emporio, Road 35, Jubilee Hills, Hyderabad","₹1,650",12 Noon to 11 PM,4.4,Italian,"040 65656652, 040 65696652","Valet Parking Available, Wifi, Outdoor Seating"
Circles - Hotel Daspalla,Jubilee Hills,"Hotel Daspalla, Road 37, Jubilee Hills, Hyderabad","₹1,000","7 AM to 3:30 PM, 7 PM to 11:30 PM",3.5,"North Indian, Chinese, Andhra, Continental",040 33165235,"Valet Parking Available, Outdoor Seating, Wifi, Buffet, 4/5 Star"
Hoppipola,Hitech City,"Plot 1 & 2, Rohini Layout, Opposite Shilparamam, Hitech City, Hyderabad","₹1,200",12:30 PM to 11 PM,4.0,"Continental, Mediterranean","+91 7670820351, +91 7670820352","Smoking Area, Nightlife, Wifi, Live Sports Screening"
The Hyderabad Times Cafe,Jubilee Hills,"Next to TV5 Office, Rooftop, 71, Road 1 & 9, Jubilee Hills, Hyderabad",₹850,11 AM to 12 Midnight,3.6,"Cafe, North Indian, Chinese, Continental",040 33165151,"Valet Parking Available, Smoking Area, Zomato Fulfilled Delivery, Rooftop, Free Parking, Outdoor Seating, Pet Friendly, Wifi"
Reshmi's Classic Restaurant,Paradise Circle,"108/A, 1-7-395, Park Lane, Paradise Circle, Secunderabad",₹700,11:30 AM to 11 PM,3.8,"North Indian, Chinese","+91 9848155704, 040 65218414","Valet Parking Available, Wifi"
Kim Fung,Tarnaka,"Opposite NIN Bus Stop, Vijayapuri Colony, Lalaguda road, Tarnaka, Hyderabad",₹550,"12:30 PM to 3:30 PM, 6:30 PM to 10:30 PM (Tue-Sun), Mon Closed",4.3,Chinese,"+91 9989823247, +91 9246115219",
Cafe Bahar,Basheer Bagh,"Old MLA Quarters, Hyderguda, Basheer Bagh, Hyderabad",₹600,11 AM to 1 AM,4.3,"Biryani, North Indian, Chinese","040 23243798, 040 23237605","Kid Friendly, Free Parking"
Udipi's Upahar,Gachibowli,"2-21/4, Kannayalal Complex, Indira Nagar, Gachibowli, Hyderabad",₹500,6 AM to 10:30 PM,3.9,"South Indian, North Indian, Chinese","+91 7093601421, +91 9701162081",
Adaa - Taj Falaknuma Palace,Falaknuma,"Taj Falaknuma Palace, Falaknuma, Hyderabad","₹7,300","12:30 PM to 2:30 PM, 7:30 PM to 10:45 PM",4.8,Hyderabadi,040 66298585,"Luxury Dining, 4/5 Star"
Grill 9,Karkhana,"Opposite Pulla Reddy Sweet House, Vikram Puri Road, Karkhana, Secunderabad",₹500,11 AM to 11 PM,3.6,"North Indian, Chinese, Biryani",040 33165047,
Kritunga Restaurant,Panjagutta,"Behind Model House, Bylane of NIMS, Erramanzil, Panjagutta, Hyderabad",₹700,"11 AM to 4 PM, 7 PM to 11 PM",3.8,"Andhra, Biryani, North Indian",040 66822550,
Free Flow - Traffic Bar,Jubilee Hills,"3rd Floor, Plot 566, Road 92, Jubilee Hills, Hyderabad","₹1,600",12 Noon to 12 Midnight,4.1,"American, Asian, North Indian",040 33165734,"Valet Parking Available, Dance Floor, Live Sports Screening, City View, Rooftop, Live Music, Outdoor Seating, Nightlife"
Mocha,Banjara Hills,"Plot 8-2-574/B, Road 7, Banjara Hills, Hyderabad",₹850,9:30 AM to 11 PM,3.6,"Cafe, Continental","+91 8099547999, +91 8143349799","Live Music, Outdoor Seating, Wifi, Live Sports Screening, Valet Parking Available, Smoking Area, Zomato Fulfilled Delivery"
Cinema Social,Banjara Hills,"Road 2, BNR Colony, Venkat Nagar, RK Cineplex, Banjara Hills, Hyderabad",₹800,12 Noon to 11 PM,3.7,"North Indian, Hyderabadi, Continental","040 23544888, +91 9133055888","Live Sports Screening, Drinking Age Applicable, Smoking Area, Wifi, Buffet, Club, Nightlife, Paid Parking"
Sizzling Grillz,Kondapur,"1 62/1, 2nd Floor, Sri Subhash Arcade, Survey 39, Kothaguda Cross Roads, Kondapur, Hyderabad","₹1,400","12 Noon to 3:30 PM, 7:30 PM to 11 PM",3.6,"North Indian, Mexican, Continental","040 64542424, +91 9676726688","Wifi, Buffet"
District-N,Jubilee Hills,"Road 59, Jubilee Hills, Hyderabad","₹1,600",12 Noon to 12 Midnight,3.9,"American, Continental, Finger Food, Asian, North Indian","040 65554141, 040 65554242","Smoking Area, Nightlife, Live Music, Outdoor Seating, Private Dining Area Available, Wifi, Live Sports Screening, Valet Parking Available"
Jewel of Nizam - The Minar - The Golkonda Resort,Gandipet,"The Golkonda Resort, Sagar Mahal Complex, Gandipet, Hyderabad","₹2,500","12:30 PM to 3 PM, 7 PM to 11 PM",4.3,"Hyderabadi, Mughlai",040 33165137,"Cocktail, City View, Valet Parking Available, Luxury Dining"
Hazzel Ice Cream Cafe,Gachibowli,"124, Beside Hdfc Netaji Plaza, Vinayaka Nagar, Gachibowli, Hyderabad",₹400,11 AM to 1 AM,4.0,"Ice Cream, Desserts","040 40148561, +91 9701281500","Desserts and Bakes, Wifi"
